four_light,0.875,0.9375,0.75,1,1,0.9375,1,0.9375,0.9375,0.9375,
four_heavy,1,0.6875,0.75,1,0.8125,1,0.625,0.9375,0.5,0.625,
five_light,1,0.96,0.88,0.92,0.76,0.96,0.8,0.72,0.92,0.88,
five_heavy,0.64,0.96,0.72,0.8,0.88,0.88,0.88,0.92,0.88,1,
