four_light,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,
four_heavy,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,
five_light,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,
five_heavy,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,
