four_light,1,1,1,1,1,1,0.9375,0.9375,0.875,1,
four_heavy,1,0.6875,0.75,1,0.8125,0.6875,0.9375,0.9375,0.9375,0.875,
five_light,0.88,0.92,1,0.96,0.8,0.84,1,1,0.92,0.96,
five_heavy,0.96,0.84,0.84,0.88,0.88,0.72,0.88,0.96,0.88,0.88,
