four_light,0.9375,0.875,1,0.9375,0.9375,0.9375,1,1,0.9375,1,
four_heavy,0.9375,0.6875,0.75,1,0.8125,1,0.625,1,0.875,0.6875,
five_light,1,0.92,0.84,1,0.96,1,1,0.88,0.96,1,
five_heavy,0.88,0.96,0.88,0.92,0.96,0.68,0.96,0.92,1,0.88,
