four_light,0.75,0.75,0.75,0.75,0.75,0.6875,0.6875,0.6875,0.75,0.75,
four_heavy,0.625,0.5625,0.5,0.6875,0.5625,0.625,0.625,0.625,0.625,0.6875,
five_light,0.32,0.32,0.52,0.32,0.52,0.32,0.88,0.32,0.56,0.6,
five_heavy,0.64,0.4,0.48,0.6,0.64,0.92,0.6,0.4,0.48,0.48,
