four_light,1,0.9375,1,1,1,1,1,1,1,1,
four_heavy,0.5,0.4375,0.4375,0.5,0.4375,0.5,0.5,0.4375,0.5,0.5,
five_light,0.68,0.68,0.8,0.68,0.68,0.92,0.52,0.68,0.68,0.84,
five_heavy,0.92,0.96,0.6,0.84,0.52,0.88,0.88,0.96,0.92,0.92,
