four_light,1,1,1,1,1,1,1,1,1,1,
four_heavy,1,0.9375,1,1,1,0.875,0.6875,0.8125,0.8125,0.6875,
five_light,1,1,0.88,0.96,1,1,1,1,1,1,
five_heavy,0.96,1,0.92,0.88,1,0.96,1,1,1,1,
