four_light,1,1,0.9375,1,1,1,1,1,1,0.9375,
four_heavy,0.4375,0.625,0.75,0.8125,0.9375,0.9375,0.6875,0.875,0.625,0.625,
five_light,0.96,0.96,0.88,0.92,1,0.96,0.92,0.88,0.72,1,
five_heavy,0.76,0.8,0.92,0.88,0.96,0.72,1,0.96,1,0.88,
