four_light,24,1,20,1,25,0.9375,16,1,25,0.6875,25,0.9375,15,1,15,1,17,1,25,0.9375,
four_heavy,25,0.4375,25,0.5625,25,0.5625,25,0.8125,25,0.75,25,0.9375,25,0.8125,25,0.8125,25,0.8125,25,0.625,
five_light,31,1,40,0.92,40,0.88,29,1,40,0.96,40,0.96,40,0.8,34,1,40,0.92,40,1,
five_heavy,40,0.6,40,0.96,40,0.76,40,0.64,40,0.92,40,1,40,0.88,40,0.88,38,1,40,0.88,
