four_light,20,1,19,1,25,0.9375,24,1,25,1,16,1,15,1,15,1,25,1,25,0.9375,
four_heavy,25,0.4375,25,0.625,25,0.75,25,0.8125,25,0.9375,25,0.9375,25,0.6875,25,0.875,25,0.625,25,0.625,
five_light,40,0.96,40,0.96,40,0.88,40,0.92,34,1,40,0.96,40,0.92,40,0.88,40,0.72,35,1,
five_heavy,40,0.76,40,0.8,40,0.92,40,0.88,40,0.96,40,0.72,31,1,40,0.96,38,1,40,0.88,
