four_light,24,1,20,1,25,0.9375,20,1,19,1,18,1,15,1,15,1,25,0.875,25,0.9375,
four_heavy,25,0.4375,25,0.625,25,0.75,25,0.875,25,0.6875,25,0.9375,25,0.6875,25,0.625,25,0.8125,25,0.625,
five_light,40,0.96,40,0.92,40,0.88,40,0.92,40,0.92,40,0.96,40,0.92,40,0.84,40,0.96,40,0.92,
five_heavy,40,0.76,40,0.96,40,0.96,40,0.84,40,0.96,40,0.92,31,1,40,0.92,38,1,40,0.8,
