0,0,0,0,1,0,1,2,0,0,3,0,1,4,0,1,5,0,0,6,0,1,7,0,0,0,1,1,1,1,0,2,1,0,3,1,0,4,1,1,5,1,0,6,1,0,7,1,0,0,2,0,1,2,0,2,2,0,3,2,0,4,2,0,5,2,1,6,2,0,7,2,0,0,3,0,1,3,1,2,3,1,3,3,0,4,3,0,5,3,0,6,3,1,7,3,0,0,4,1,1,4,0,2,4,0,3,4,0,4,4,0,5,4,1,6,4,1,7,4,1,0,5,0,1,5,0,2,5,1,3,5,1,4,5,0,5,5,1,6,5,0,7,5,0,0,6,1,1,6,1,2,6,0,3,6,0,4,6,1,5,6,0,6,6,0,7,6,0,0,7,0,1,7,0,2,7,0,3,7,1,4,7,0,5,7,1,6,7,0,7,7,0,
1,0,0,0,1,0,1,2,0,1,3,0,1,4,0,0,5,0,0,6,0,1,7,0,0,0,1,1,1,1,0,2,1,0,3,1,0,4,1,1,5,1,1,6,1,0,7,1,0,0,2,0,1,2,0,2,2,0,3,2,0,4,2,0,5,2,1,6,2,0,7,2,0,0,3,0,1,3,1,2,3,1,3,3,0,4,3,0,5,3,0,6,3,0,7,3,0,0,4,1,1,4,0,2,4,1,3,4,0,4,4,0,5,4,1,6,4,1,7,4,1,0,5,0,1,5,0,2,5,1,3,5,1,4,5,0,5,5,1,6,5,0,7,5,0,0,6,1,1,6,1,2,6,0,3,6,0,4,6,1,5,6,0,6,6,0,7,6,0,0,7,0,1,7,0,2,7,0,3,7,0,4,7,0,5,7,1,6,7,0,7,7,1,
2,0,0,0,1,0,1,2,0,1,3,0,1,4,0,0,5,0,0,6,0,1,7,0,1,0,1,1,1,1,0,2,1,0,3,1,1,4,1,1,5,1,1,6,1,0,7,1,0,0,2,0,1,2,0,2,2,0,3,2,0,4,2,0,5,2,1,6,2,0,7,2,0,0,3,0,1,3,1,2,3,1,3,3,0,4,3,0,5,3,0,6,3,1,7,3,0,0,4,0,1,4,0,2,4,0,3,4,0,4,4,0,5,4,1,6,4,1,7,4,1,0,5,0,1,5,0,2,5,1,3,5,1,4,5,0,5,5,1,6,5,0,7,5,0,0,6,1,1,6,1,2,6,0,3,6,0,4,6,1,5,6,0,6,6,0,7,6,1,0,7,0,1,7,0,2,7,0,3,7,0,4,7,0,5,7,1,6,7,1,7,7,0,
3,0,0,0,1,0,1,2,0,1,3,0,1,4,0,0,5,0,0,6,0,1,7,0,0,0,1,1,1,1,0,2,1,0,3,1,0,4,1,1,5,1,0,6,1,0,7,1,0,0,2,0,1,2,0,2,2,0,3,2,0,4,2,0,5,2,1,6,2,0,7,2,0,0,3,0,1,3,1,2,3,1,3,3,0,4,3,0,5,3,0,6,3,0,7,3,0,0,4,1,1,4,0,2,4,0,3,4,0,4,4,0,5,4,1,6,4,1,7,4,1,0,5,0,1,5,0,2,5,1,3,5,1,4,5,0,5,5,1,6,5,0,7,5,0,0,6,1,1,6,1,2,6,0,3,6,0,4,6,1,5,6,0,6,6,0,7,6,0,0,7,0,1,7,0,2,7,0,3,7,0,4,7,0,5,7,1,6,7,1,7,7,0,
4,0,0,0,1,0,1,2,0,0,3,0,1,4,0,0,5,0,0,6,0,1,7,0,1,0,1,1,1,1,0,2,1,0,3,1,0,4,1,1,5,1,1,6,1,0,7,1,0,0,2,0,1,2,0,2,2,0,3,2,0,4,2,0,5,2,0,6,2,0,7,2,0,0,3,0,1,3,1,2,3,0,3,3,0,4,3,0,5,3,0,6,3,0,7,3,0,0,4,0,1,4,0,2,4,0,3,4,0,4,4,0,5,4,1,6,4,1,7,4,1,0,5,0,1,5,0,2,5,1,3,5,1,4,5,0,5,5,1,6,5,0,7,5,0,0,6,1,1,6,1,2,6,0,3,6,0,4,6,1,5,6,0,6,6,0,7,6,0,0,7,0,1,7,0,2,7,0,3,7,1,4,7,0,5,7,1,6,7,1,7,7,1,
5,0,0,0,1,0,1,2,0,1,3,0,1,4,0,0,5,0,0,6,0,1,7,0,1,0,1,0,1,1,0,2,1,0,3,1,0,4,1,1,5,1,0,6,1,0,7,1,0,0,2,0,1,2,1,2,2,0,3,2,0,4,2,1,5,2,0,6,2,0,7,2,0,0,3,0,1,3,1,2,3,0,3,3,1,4,3,0,5,3,0,6,3,0,7,3,0,0,4,0,1,4,0,2,4,0,3,4,0,4,4,0,5,4,1,6,4,1,7,4,1,0,5,0,1,5,1,2,5,0,3,5,1,4,5,0,5,5,1,6,5,0,7,5,0,0,6,0,1,6,0,2,6,0,3,6,0,4,6,1,5,6,0,6,6,0,7,6,1,0,7,0,1,7,1,2,7,0,3,7,1,4,7,0,5,7,1,6,7,1,7,7,1,
6,0,0,0,1,0,0,2,0,1,3,0,1,4,0,0,5,0,0,6,0,1,7,0,1,0,1,0,1,1,0,2,1,0,3,1,0,4,1,1,5,1,0,6,1,0,7,1,0,0,2,0,1,2,1,2,2,0,3,2,0,4,2,1,5,2,0,6,2,0,7,2,0,0,3,0,1,3,1,2,3,0,3,3,1,4,3,0,5,3,0,6,3,1,7,3,0,0,4,0,1,4,0,2,4,0,3,4,0,4,4,0,5,4,1,6,4,1,7,4,1,0,5,0,1,5,1,2,5,0,3,5,1,4,5,0,5,5,1,6,5,0,7,5,0,0,6,0,1,6,0,2,6,0,3,6,0,4,6,1,5,6,0,6,6,0,7,6,0,0,7,0,1,7,1,2,7,0,3,7,1,4,7,0,5,7,1,6,7,1,7,7,0,
7,0,0,0,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,0,0,7,0,0,0,1,1,1,1,0,2,1,0,3,1,0,4,1,1,5,1,1,6,1,0,7,1,0,0,2,0,1,2,1,2,2,0,3,2,0,4,2,0,5,2,1,6,2,0,7,2,0,0,3,0,1,3,1,2,3,0,3,3,1,4,3,0,5,3,0,6,3,0,7,3,0,0,4,0,1,4,0,2,4,0,3,4,0,4,4,0,5,4,1,6,4,1,7,4,1,0,5,0,1,5,1,2,5,0,3,5,1,4,5,0,5,5,1,6,5,0,7,5,0,0,6,0,1,6,1,2,6,0,3,6,0,4,6,0,5,6,0,6,6,0,7,6,0,0,7,0,1,7,1,2,7,0,3,7,1,4,7,0,5,7,1,6,7,1,7,7,0,
8,0,0,0,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,0,0,7,0,0,0,1,1,1,1,0,2,1,0,3,1,0,4,1,1,5,1,0,6,1,0,7,1,0,0,2,0,1,2,1,2,2,0,3,2,0,4,2,1,5,2,1,6,2,0,7,2,0,0,3,0,1,3,1,2,3,0,3,3,1,4,3,0,5,3,0,6,3,1,7,3,0,0,4,0,1,4,0,2,4,0,3,4,0,4,4,0,5,4,1,6,4,1,7,4,0,0,5,0,1,5,0,2,5,0,3,5,1,4,5,0,5,5,1,6,5,0,7,5,0,0,6,1,1,6,0,2,6,0,3,6,0,4,6,0,5,6,0,6,6,0,7,6,1,0,7,0,1,7,1,2,7,1,3,7,1,4,7,0,5,7,0,6,7,1,7,7,0,
9,0,0,0,1,0,0,2,0,0,3,0,1,4,0,0,5,0,0,6,0,0,7,0,1,0,1,1,1,1,0,2,1,0,3,1,0,4,1,0,5,1,0,6,1,0,7,1,0,0,2,0,1,2,1,2,2,0,3,2,0,4,2,1,5,2,1,6,2,0,7,2,0,0,3,0,1,3,1,2,3,0,3,3,1,4,3,0,5,3,0,6,3,0,7,3,0,0,4,1,1,4,0,2,4,0,3,4,0,4,4,0,5,4,0,6,4,1,7,4,0,0,5,0,1,5,0,2,5,0,3,5,1,4,5,0,5,5,1,6,5,0,7,5,0,0,6,1,1,6,0,2,6,0,3,6,0,4,6,0,5,6,0,6,6,0,7,6,1,0,7,0,1,7,1,2,7,1,3,7,0,4,7,0,5,7,0,6,7,1,7,7,0,
