episode_0,0.617284,0.493827,0.493827,0.407407,0.444444,0.419753,0.62963,0.493827,0.62963,0.666667,0.580247,0.567901,0.493827,0.469136,0.444444,0.283951,0.481481,0.604938,0.259259,0.641975,0.481481,0.654321,0.703704,0.382716,0.432099,0.530864,0.493827,0.62963,0.777778,0.444444,0.506173,0.493827,0.493827,0.62963,0.54321,0.185185,0.259259,0.259259,0.308642,0.62963,
episode_1,0.283951,0.382716,0.518519,0.419753,0.555556,0.753086,0.753086,0.592593,0.518519,0.777778,0.567901,0.45679,0.740741,0.641975,0.296296,0.580247,0.62963,0.493827,0.641975,0.679012,0.530864,0.419753,0.716049,0.555556,0.481481,0.654321,0.506173,0.679012,0.530864,0.518519,0.296296,0.592593,0.45679,0.296296,0.271605,0.45679,0.679012,0.469136,0.358025,0.493827,
episode_5,0.493827,0.493827,0.62963,0.518519,0.740741,0.703704,0.753086,0.395062,0.617284,0.740741,0.716049,0.654321,0.777778,0.691358,0.765432,0.814815,0.567901,0.740741,0.592593,0.777778,0.654321,0.777778,0.555556,0.703704,0.641975,0.62963,0.666667,0.691358,0.728395,0.654321,0.345679,0.62963,0.703704,0.444444,0.641975,0.518519,0.395062,0.679012,0.728395,0.654321,
episode_10,0.703704,0.753086,0.506173,0.654321,0.728395,0.777778,0.790123,0.740741,0.740741,0.703704,0.641975,0.716049,0.62963,0.604938,0.691358,0.691358,0.790123,0.691358,0.567901,0.617284,0.62963,0.790123,0.740741,0.530864,0.617284,0.641975,0.740741,0.740741,0.654321,0.617284,0.617284,0.592593,0.753086,0.679012,0.654321,0.716049,0.567901,0.728395,0.716049,0.654321,
episode_50,0.679012,0.666667,0.765432,0.716049,0.740741,0.703704,0.703704,0.580247,0.777778,0.728395,0.753086,0.716049,0.82716,0.666667,0.753086,0.814815,0.691358,0.740741,0.728395,0.703704,0.740741,0.765432,0.777778,0.814815,0.765432,0.691358,0.839506,0.839506,0.777778,0.716049,0.753086,0.617284,0.851852,0.679012,0.703704,0.765432,0.592593,0.604938,0.753086,0.691358,
episode_100,0.740741,0.555556,0.679012,0.691358,0.740741,0.666667,0.802469,0.753086,0.777778,0.777778,0.617284,0.790123,0.740741,0.753086,0.790123,0.641975,0.703704,0.753086,0.802469,0.765432,0.753086,0.703704,0.753086,0.691358,0.679012,0.740741,0.679012,0.716049,0.679012,0.716049,0.691358,0.703704,0.753086,0.691358,0.62963,0.728395,0.753086,0.740741,0.765432,0.790123,
episode_150,0.753086,0.62963,0.679012,0.728395,0.716049,0.716049,0.728395,0.753086,0.666667,0.839506,0.716049,0.740741,0.641975,0.753086,0.82716,0.753086,0.62963,0.728395,0.716049,0.679012,0.753086,0.666667,0.839506,0.617284,0.777778,0.740741,0.567901,0.728395,0.802469,0.777778,0.679012,0.666667,0.753086,0.703704,0.654321,0.716049,0.654321,0.740741,0.814815,0.740741,
ground_truth,0.691358,0.740741,0.703704,0.691358,0.691358,0.679012,0.728395,0.62963,0.691358,0.679012,0.679012,0.740741,0.716049,0.728395,0.666667,0.753086,0.790123,0.728395,0.666667,0.703704,0.679012,0.666667,0.802469,0.62963,0.703704,0.728395,0.691358,0.679012,0.679012,0.765432,0.617284,0.716049,0.703704,0.617284,0.604938,0.691358,0.790123,0.716049,0.654321,0.777778,
