four_light,1,1,1,1,1,0.9375,1,0.9375,1,0.9375,
four_heavy,1,0.3125,0.75,0.5625,0.4375,0.9375,0.25,0.75,1,0.5,
five_light,1,1,0.96,1,1,0.88,1,0.88,0.92,1,
five_heavy,0.72,0.72,0.44,1,1,1,0.76,0.96,1,0.8,
