four_light,0.5625,0.375,0.5625,0.5,0.75,0.5625,0.5,0.5625,0.4375,0.5,
four_heavy,0.75,0.3125,0.375,0.375,0.5625,0.5625,0.375,0.4375,0.25,0.4375,
five_light,0.6,0.48,0.48,0.32,0.4,0.4,0.24,0.36,0.44,0.68,
five_heavy,0.28,0.44,0.28,0.28,0.4,0.4,0.56,0.48,0.44,0.36,
