four_light,1,0.9375,1,0.9375,0.875,0.9375,0.875,0.9375,1,0.8125,
four_heavy,0.9375,0.5625,0.625,0.625,0.75,0.625,0.625,0.875,0.8125,0.6875,
five_light,0.84,0.96,0.92,0.6,0.6,0.8,0.96,0.96,0.68,0.96,
five_heavy,0.64,0.92,0.6,0.76,0.76,0.84,0.76,0.84,0.92,0.64,
