four_light,1,1,0.9375,0.9375,0.875,1,1,1,0.9375,0.9375,
four_heavy,0.4375,0.5625,0.625,0.75,0.875,0.875,0.6875,0.625,0.5625,0.625,
five_light,0.84,0.84,0.8,0.92,0.96,0.84,0.92,0.84,0.72,0.96,
five_heavy,0.76,0.76,0.84,0.64,0.96,0.68,1,0.92,0.92,0.88,
