four_light,15,1,16,1,21,1,19,1,19,1,18,1,16,1,17,1,17,1,15,1,
four_heavy,19,1,25,0.9375,23,1,24,1,23,1,25,0.875,24,1,23,1,25,0.75,25,0.6875,
five_light,31,1,36,1,37,1,37,1,30,1,40,0.96,40,0.96,40,0.96,32,1,36,1,
five_heavy,39,1,40,0.96,40,0.84,40,0.96,34,1,40,0.96,38,1,40,0.84,40,0.96,40,0.96,
