four_light,17,1,18,1,17,1,18,1,16,1,17,1,16,1,17,1,25,0.9375,24,1,
four_heavy,25,0.9375,25,0.9375,25,0.75,25,0.5,24,1,25,0.875,25,0.9375,25,0.9375,25,0.8125,25,0.6875,
five_light,40,0.84,40,0.88,37,1,40,0.96,37,1,40,0.96,39,1,40,0.96,40,0.96,36,1,
five_heavy,37,1,38,1,40,1,39,1,39,1,40,0.92,40,0.92,40,0.96,40,0.8,40,0.84,
